N5.HOG0000000,Ictalurus_punctatus---rna-XM_053685317.1
N5.HOG0065726,Ameiurus_melas---AMELA_T00186470
N5.HOG0065727,Ameiurus_melas---AMELA_T00189350
N5.HOG0065728,Ameiurus_melas---AMELA_T00202940
N5.HOG0065729,Silurus_asotus---mrna.C0J50_18087
N5.HOG0065730,Hyperoplus_immaculatus---g9345.t2
N5.HOG0065731,Hyperoplus_immaculatus---g9367.t1
N5.HOG0065732,Hyperoplus_immaculatus---g10593.t1
N5.HOG0065733,Hyperoplus_immaculatus---g13998.t1
N5.HOG0065734,Ammodytes_marinus---g11966.t1
N5.HOG0065735,Hyperoplus_immaculatus---g5908.t1
N5.HOG0065736,Hyperoplus_immaculatus---g543.t1
N5.HOG0065737,Hyperoplus_immaculatus---g14308.t1
N5.HOG0065738,Hyperoplus_immaculatus---g14799.t1
N5.HOG0065739,Ammodytes_marinus---g13903.t1
N5.HOG0065740,Hyperoplus_immaculatus---g15196.t1
N5.HOG0065741,Hyperoplus_immaculatus---g16615.t1
N5.HOG0065742,Ammodytes_marinus---g15277.t1
N5.HOG0065743,Ammodytes_marinus---g15354.t1
N5.HOG0065744,Hyperoplus_immaculatus---g16208.t1
N5.HOG0065745,Hyperoplus_immaculatus---g19313.t2
N5.HOG0065746,Gadus_chalcogrammus---rna-XM_056601804.1
N5.HOG0065747,Hyperoplus_immaculatus---g17678.t1
N5.HOG0065748,Hyperoplus_immaculatus---g17505.t1
N5.HOG0065749,Ammodytes_marinus---g1725.t1
N5.HOG0065750,Hyperoplus_immaculatus---g12031.t1
N5.HOG0065751,Hyperoplus_immaculatus---g19886.t1
N5.HOG0065752,Hyperoplus_immaculatus---g20125.t1
N5.HOG0065753,Hyperoplus_immaculatus---g3901.t1
N5.HOG0065754,Hyperoplus_immaculatus---g18137.t1
N5.HOG0065755,Hyperoplus_immaculatus---g20864.t1
N5.HOG0065756,Ammodytes_marinus---g19659.t1
N5.HOG0065757,Ammodytes_marinus---g19680.t1
N5.HOG0065758,Collichthys_lucidus---mrna_D9C73_024937
N5.HOG0065759,Hyperoplus_immaculatus---g4116.t1
N5.HOG0065760,Ammodytes_marinus---g20340.t1
N5.HOG0065761,Hyperoplus_immaculatus---g21541.t1
N5.HOG0065762,Hyperoplus_immaculatus---g11197.t1
N5.HOG0065763,Hyperoplus_immaculatus---g22109.t1
N5.HOG0065764,Ammodytes_marinus---g2355.t1
N5.HOG0065765,Hyperoplus_immaculatus---g4646.t1
N5.HOG0065766,Hyperoplus_immaculatus---g4817.t1
N5.HOG0065767,Datnioides_undecimradiatus---g4879.t1
N5.HOG0065768,Hyperoplus_immaculatus---g2774.t1
N5.HOG0065769,Ammodytes_marinus---g4848.t1
N5.HOG0065770,Hyperoplus_immaculatus---g6919.t1
N5.HOG0065771,Hyperoplus_immaculatus---g2115.t1
N5.HOG0065772,Ammodytes_marinus---g5194.t1
N5.HOG0065773,Ammodytes_marinus---g5308.t1
N5.HOG0065774,Lucifuga_dentata---LDENT00118920_mrna
N5.HOG0065775,Ammodytes_marinus---g5558.t1
N5.HOG0065776,Hyperoplus_immaculatus---g13100.t1
N5.HOG0065777,Hyperoplus_immaculatus---g1934.t1
N5.HOG0065778,Ammodytes_marinus---g7000.t1
N5.HOG0065779,Ammodytes_marinus---g7075.t1
N5.HOG0065780,Hyperoplus_immaculatus---g12686.t1
N5.HOG0065781,Dissostichus_eleginoides---DEt00033184.1
N5.HOG0065782,Hyperoplus_immaculatus---g9847.t1
N5.HOG0065783,Ammodytes_marinus---g8246.t1
N5.HOG0065784,Lucifuga_dentata---LDENT00151820_mrna
N5.HOG0065785,Lates_japonicus---gene-AKAME5_000158900
N5.HOG0065786,Ammodytes_marinus---g9304.t1
N5.HOG0065787,Hyperoplus_immaculatus---g9029.t1
N5.HOG0065788,Amphiprion_ocellaris---rna-XM_055008412.1
N5.HOG0065789,Amphiprion_ocellaris---rna-XM_055014285.1
N5.HOG0065790,Amphiprion_ocellaris---rna-XM_023271135.3
N5.HOG0065791,Amphiprion_ocellaris---rna-XM_055011387.1
N5.HOG0065792,Amphiprion_ocellaris---rna-XM_055008891.1
N5.HOG0065793,Amphiprion_ocellaris---rna-XM_035958097.2
N5.HOG0065794,Amphiprion_ocellaris---rna-XM_035950535.2
N5.HOG0065795,Amphiprion_ocellaris---rna-XM_055019032.1
N5.HOG0065796,Amphiprion_ocellaris---rna-XM_035941878.2
N5.HOG0065797,Amphiprion_ocellaris---rna-XM_055008688.1
N5.HOG0065798,Amphiprion_ocellaris---rna-XM_055008088.1
N5.HOG0065799,Anabarilius_grahami---mrna.DPX16_6141
N5.HOG0065800,Anabarilius_grahami---mrna.DPX16_6155
N5.HOG0065801,Synaphobranchus_kaupii---mrna.SKAU_T00186900
N5.HOG0065802,Anabarilius_grahami---mrna.DPX16_20144
N5.HOG0065803,Anabarilius_grahami---mrna.DPX16_6206
N5.HOG0065804,Bagarius_yarrelli---mrna.Baya_10997
N5.HOG0065805,Anabarilius_grahami---mrna.DPX16_23333
N5.HOG0065806,Anabarilius_grahami---mrna.DPX16_3410
N5.HOG0065807,Anabarilius_grahami---mrna.DPX16_10921
N5.HOG0065808,Chaenocephalus_aceratus---CAt00013395.1
N5.HOG0065809,Anabarilius_grahami---mrna.DPX16_19774
N5.HOG0065810,Anabarilius_grahami---mrna.DPX16_18892
N5.HOG0065811,Anabarilius_grahami---mrna.DPX16_18766
N5.HOG0065812,Ctenopharyngodon_idella---rna-XM_051860373.1
N5.HOG0065813,Anabarilius_grahami---mrna.DPX16_8333
N5.HOG0065814,Anabarilius_grahami---mrna.DPX16_17045
N5.HOG0065815,Anabarilius_grahami---mrna.DPX16_17050
N5.HOG0065816,Cirrhinus_molitorella---evm.model.Chr11.240
N5.HOG0065817,Anabarilius_grahami---mrna.DPX16_21423
N5.HOG0065818,Anabarilius_grahami---mrna.DPX16_19019
N5.HOG0065819,Anabarilius_grahami---mrna.DPX16_21504
N5.HOG0065820,Sinocyclocheilus_anshuiensis---rna-XM_016486710.1
N5.HOG0065821,Anabarilius_grahami---mrna.DPX16_12849
N5.HOG0065822,Anabarilius_grahami---mrna.DPX16_16551
N5.HOG0065823,Anabarilius_grahami---mrna.DPX16_10018
N5.HOG0065824,Anabarilius_grahami---mrna.DPX16_16609
N5.HOG0065825,Cirrhinus_molitorella---evm.model.Chr04.154
N5.HOG0065826,Cirrhinus_molitorella---evm.model.Chr18.573
N5.HOG0065827,Cirrhinus_molitorella---evm.model.Chr21.815
N5.HOG0065828,Cirrhinus_molitorella---evm.model.Chr23.619
N5.HOG0065829,Anabarilius_grahami---mrna.DPX16_0180
N5.HOG0065830,Anabarilius_grahami---mrna.DPX16_18868
N5.HOG0065831,Anabarilius_grahami---mrna.DPX16_18873
N5.HOG0065832,Cirrhinus_molitorella---evm.model.Chr13.629
N5.HOG0065833,Cirrhinus_molitorella---evm.model.Chr13.606
N5.HOG0065834,Anabarilius_grahami---mrna.DPX16_18913
N5.HOG0065835,Electrophorus_voltai---E.voltai_20325
N5.HOG0065836,Cirrhinus_molitorella---evm.model.Chr10.189
N5.HOG0065837,Cirrhinus_molitorella---evm.model.Chr10.299
N5.HOG0065838,Anabarilius_grahami---mrna.DPX16_12298
N5.HOG0065839,Cirrhinus_molitorella---evm.model.Chr21.140
N5.HOG0065840,Cirrhinus_molitorella---evm.model.Chr21.924
N5.HOG0065841,Anabarilius_grahami---mrna.DPX16_21228
N5.HOG0065842,Cirrhinus_molitorella---evm.model.Chr18.931
N5.HOG0065843,Anabarilius_grahami---mrna.DPX16_20057
N5.HOG0065844,Anabarilius_grahami---mrna.DPX16_20058
N5.HOG0065845,Anabarilius_grahami---mrna.DPX16_19960
N5.HOG0065846,Anabarilius_grahami---mrna.DPX16_11864
N5.HOG0065847,Anabarilius_grahami---mrna.DPX16_11914
N5.HOG0065848,Anabarilius_grahami---mrna.DPX16_11984
N5.HOG0065849,Anabarilius_grahami---mrna.DPX16_20261
N5.HOG0065850,Anabarilius_grahami---mrna.DPX16_20262
N5.HOG0065851,Anabarilius_grahami---mrna.DPX16_14161
N5.HOG0065852,Anabarilius_grahami---mrna.DPX16_14218
N5.HOG0065853,Cirrhinus_molitorella---evm.model.Chr12.661
N5.HOG0065854,Cirrhinus_molitorella---evm.model.Chr12.652
N5.HOG0065855,Anabarilius_grahami---mrna.DPX16_12977
N5.HOG0065856,Megalobrama_amblycephala---rna-XM_048159982.1
N5.HOG0065857,Anabarilius_grahami---mrna.DPX16_15132
N5.HOG0065858,Anabarilius_grahami---mrna.DPX16_9040
N5.HOG0065859,Anabarilius_grahami---mrna.DPX16_18525
N5.HOG0065860,Anabarilius_grahami---mrna.DPX16_23376
N5.HOG0065861,Anabarilius_grahami---mrna.DPX16_23411
N5.HOG0065862,Anabarilius_grahami---mrna.DPX16_13519
N5.HOG0065863,Dissostichus_mawsoni---DM00006104-RA
N5.HOG0065864,Anabarilius_grahami---mrna.DPX16_13470
N5.HOG0065865,Cirrhinus_molitorella---evm.model.Chr17.297
N5.HOG0065866,Anabarilius_grahami---mrna.DPX16_3718
N5.HOG0065867,Anabarilius_grahami---mrna.DPX16_11237
N5.HOG0065868,Anabarilius_grahami---mrna.DPX16_2876
N5.HOG0065869,Anabarilius_grahami---mrna.DPX16_12171
N5.HOG0065870,Anabarilius_grahami---mrna.DPX16_11468
N5.HOG0065871,Triplophysa_tibetana---mrna_E1301_Tti009848
N5.HOG0065872,Anabarilius_grahami---mrna.DPX16_19298
N5.HOG0065873,Anabarilius_grahami---mrna.DPX16_19343
N5.HOG0065874,Anabarilius_grahami---mrna.DPX16_19388
N5.HOG0065875,Cirrhinus_molitorella---evm.model.Chr19.222
N5.HOG0065876,Anabarilius_grahami---mrna.DPX16_19394
N5.HOG0065877,Cirrhinus_molitorella---evm.model.Chr19.301
N5.HOG0065878,Anabarilius_grahami---mrna.DPX16_3854
N5.HOG0065879,Cirrhinus_molitorella---evm.model.Chr02.1111
N5.HOG0065880,Cirrhinus_molitorella---evm.model.Chr14.1020
N5.HOG0065881,Cirrhinus_molitorella---evm.model.Chr14.947
N5.HOG0065882,Anabarilius_grahami---mrna.DPX16_15065
N5.HOG0065883,Anabarilius_grahami---mrna.DPX16_15734
N5.HOG0065884,Anabarilius_grahami---mrna.DPX16_15738
N5.HOG0065885,Anabarilius_grahami---mrna.DPX16_15769
N5.HOG0065886,Cirrhinus_molitorella---evm.model.Chr01.1382
N5.HOG0065887,Cirrhinus_molitorella---evm.model.Chr10.766
N5.HOG0065888,Anabarilius_grahami---mrna.DPX16_15970
N5.HOG0065889,Triplophysa_rosa---rna-XM_057341342.1
N5.HOG0065890,Anabarilius_grahami---mrna.DPX16_10166
N5.HOG0065891,Cirrhinus_molitorella---evm.model.Chr12.330
N5.HOG0065892,Anabarilius_grahami---mrna.DPX16_4444
N5.HOG0065893,Cirrhinus_molitorella---evm.model.Chr21.683
N5.HOG0065894,Aplochiton_taeniatus---g33140.t1
N5.HOG0065895,Cirrhinus_molitorella---evm.model.Chr23.306
N5.HOG0065896,Anabarilius_grahami---mrna.DPX16_10590
N5.HOG0065897,Triplophysa_tibetana---mrna_E1301_Tti000179
N5.HOG0065898,Megalobrama_amblycephala---rna-XM_048180888.1
N5.HOG0065899,Anabarilius_grahami---mrna.DPX16_10765
N5.HOG0065900,Cirrhinus_molitorella---evm.model.Chr23.573
N5.HOG0065901,Anabarilius_grahami---mrna.DPX16_10864
N5.HOG0065902,Anabarilius_grahami---mrna.DPX16_10902
N5.HOG0065903,Anabarilius_grahami---mrna.DPX16_22280
N5.HOG0065904,Ctenopharyngodon_idella---rna-XM_051868529.1
N5.HOG0065905,Cirrhinus_molitorella---evm.model.Chr22.353
N5.HOG0065906,Cirrhinus_molitorella---evm.model.Chr22.240
N5.HOG0065907,Anabarilius_grahami---mrna.DPX16_12647
N5.HOG0065908,Triplophysa_tibetana---mrna_E1301_Tti006469
N5.HOG0065909,Anabarilius_grahami---mrna.DPX16_13666
N5.HOG0065910,Cirrhinus_molitorella---evm.model.Chr07.346
N5.HOG0065911,Anabarilius_grahami---mrna.DPX16_13727
N5.HOG0065912,Anabarilius_grahami---mrna.DPX16_13728
N5.HOG0065913,Anabarilius_grahami---mrna.DPX16_13745
N5.HOG0065914,Cirrhinus_molitorella---evm.model.Chr01.315
N5.HOG0065915,Anabarilius_grahami---mrna.DPX16_5909
N5.HOG0065916,Anabarilius_grahami---mrna.DPX16_5951
N5.HOG0065917,Anabarilius_grahami---mrna.DPX16_5960
N5.HOG0065918,Anabarilius_grahami---mrna.DPX16_13144
N5.HOG0065919,Cirrhinus_molitorella---evm.model.Chr23.491
N5.HOG0065920,Cirrhinus_molitorella---evm.model.Chr07.1025
N5.HOG0065921,Anabarilius_grahami---mrna.DPX16_21267
N5.HOG0065922,Anabarilius_grahami---mrna.DPX16_14818
N5.HOG0065923,Anabarilius_grahami---mrna.DPX16_18782
N5.HOG0065924,Cirrhinus_molitorella---evm.model.Chr13.404
N5.HOG0065925,Anabarilius_grahami---mrna.DPX16_19098
N5.HOG0065926,Anabarilius_grahami---mrna.DPX16_5550
N5.HOG0065927,Cirrhinus_molitorella---evm.model.Chr17.463
N5.HOG0065928,Anabarilius_grahami---mrna.DPX16_8990
N5.HOG0065929,Cirrhinus_molitorella---evm.model.Chr07.610
N5.HOG0065930,Megalobrama_amblycephala---rna-XM_048153659.1
N5.HOG0065931,Pimephales_promelas---rna-XM_039653429.1
N5.HOG0065932,Anabarilius_grahami---mrna.DPX16_14297
N5.HOG0065933,Anabarilius_grahami---mrna.DPX16_22141
N5.HOG0065934,Cirrhinus_molitorella---evm.model.Chr20.289
N5.HOG0065935,Cirrhinus_molitorella---evm.model.Chr20.161
N5.HOG0065936,Anabarilius_grahami---mrna.DPX16_22239
N5.HOG0065937,Anabarilius_grahami---mrna.DPX16_5801
N5.HOG0065938,Anabarilius_grahami---mrna.DPX16_9623
N5.HOG0065939,Cirrhinus_molitorella---evm.model.Chr08.273
N5.HOG0065940,Anabarilius_grahami---mrna.DPX16_9749
N5.HOG0065941,Anabarilius_grahami---mrna.DPX16_9774
N5.HOG0065942,Triplophysa_tibetana---mrna_E1301_Tti006177
N5.HOG0065943,Hemibagrus_guttatus---male_03866
N5.HOG0065944,Anabarilius_grahami---mrna.DPX16_3454
N5.HOG0065945,Cirrhinus_molitorella---evm.model.Chr03.499
N5.HOG0065946,Anabarilius_grahami---mrna.DPX16_10164
N5.HOG0065947,Triplophysa_tibetana---mrna_E1301_Tti015307
N5.HOG0065948,Cirrhinus_molitorella---evm.model.Chr25.825
N5.HOG0065949,Sinocyclocheilus_grahami---rna-XM_016285608.1
N5.HOG0065950,Anabarilius_grahami---mrna.DPX16_17388
N5.HOG0065951,Danionella_translucida---DT08082-RA
N5.HOG0065952,Anabarilius_grahami---mrna.DPX16_8463
N5.HOG0065953,Triplophysa_tibetana---mrna_E1301_Tti022889
N5.HOG0065954,Anabarilius_grahami---mrna.DPX16_5729
N5.HOG0065955,Anabarilius_grahami---mrna.DPX16_17447
N5.HOG0065956,Cirrhinus_molitorella---evm.model.Chr15.364
N5.HOG0065957,Cirrhinus_molitorella---evm.model.Chr15.358
N5.HOG0065958,Anabarilius_grahami---mrna.DPX16_17471
N5.HOG0065959,Anabarilius_grahami---mrna.DPX16_17473
N5.HOG0065960,Anabarilius_grahami---mrna.DPX16_17489
N5.HOG0065961,Anabarilius_grahami---mrna.DPX16_17545
N5.HOG0065962,Cirrhinus_molitorella---evm.model.Chr18.813
N5.HOG0065963,Cirrhinus_molitorella---evm.model.Chr18.315
N5.HOG0065964,Anabarilius_grahami---mrna.DPX16_21006
N5.HOG0065965,Collichthys_lucidus---mrna_D9C73_000954
N5.HOG0065966,Anabarilius_grahami---mrna.DPX16_21059
N5.HOG0065967,Anabarilius_grahami---mrna.DPX16_21093
N5.HOG0065968,Anabarilius_grahami---mrna.DPX16_3065
N5.HOG0065969,Anabarilius_grahami---mrna.DPX16_3306
N5.HOG0065970,Anabarilius_grahami---mrna.DPX16_8531
N5.HOG0065971,Anabarilius_grahami---mrna.DPX16_10409
N5.HOG0065972,Anabarilius_grahami---mrna.DPX16_23313
N5.HOG0065973,Anabarilius_grahami---mrna.DPX16_3888
N5.HOG0065974,Anabarilius_grahami---mrna.DPX16_18782
N5.HOG0065975,Anabarilius_grahami---mrna.DPX16_14302
N5.HOG0065976,Anabarilius_grahami---mrna.DPX16_14352
N5.HOG0065977,Cirrhinus_molitorella---evm.model.Chr15.969
N5.HOG0065978,Cirrhinus_molitorella---evm.model.Chr15.968
N5.HOG0065979,Anabarilius_grahami---mrna.DPX16_14395
N5.HOG0065980,Anabarilius_grahami---mrna.DPX16_7416
N5.HOG0065981,Anabarilius_grahami---mrna.DPX16_22557
N5.HOG0065982,Anabarilius_grahami---mrna.DPX16_22610
N5.HOG0065983,Anabarilius_grahami---mrna.DPX16_21129
N5.HOG0065984,Anabarilius_grahami---mrna.DPX16_8001
N5.HOG0065985,Anabarilius_grahami---mrna.DPX16_8530
N5.HOG0065986,Anabarilius_grahami---mrna.DPX16_8034
N5.HOG0065987,Anabarilius_grahami---mrna.DPX16_8041
N5.HOG0065988,Cirrhinus_molitorella---evm.model.Chr13.301
N5.HOG0065989,Cirrhinus_molitorella---evm.model.Chr06.312
N5.HOG0065990,Anabarilius_grahami---mrna.DPX16_14037
N5.HOG0065991,Anabarilius_grahami---mrna.DPX16_19869
N5.HOG0065992,Cirrhinus_molitorella---evm.model.Chr16.327
N5.HOG0065993,Anabarilius_grahami---mrna.DPX16_20701
N5.HOG0065994,Anabarilius_grahami---mrna.DPX16_0586
N5.HOG0065995,Cirrhinus_molitorella---evm.model.Chr06.156
N5.HOG0065996,Cirrhinus_molitorella---evm.model.Chr24.420
N5.HOG0065997,Anabarilius_grahami---mrna.DPX16_21799
N5.HOG0065998,Anabarilius_grahami---mrna.DPX16_20466
N5.HOG0065999,Anabarilius_grahami---mrna.DPX16_20467
N5.HOG0066000,Cirrhinus_molitorella---evm.model.Chr18.276
N5.HOG0066001,Cirrhinus_molitorella---evm.model.Chr13.362
N5.HOG0066002,Muraenolepis_orangiensis---S400025893-RA
N5.HOG0066003,Anabarilius_grahami---mrna.DPX16_11562
N5.HOG0066004,Anabarilius_grahami---mrna.DPX16_11563
N5.HOG0066005,Anabarilius_grahami---mrna.DPX16_22459
N5.HOG0066006,Cirrhinus_molitorella---evm.model.Chr09.935
N5.HOG0066007,Anabarilius_grahami---mrna.DPX16_21212
N5.HOG0066008,Cirrhinus_molitorella---evm.model.Chr19.491
N5.HOG0066009,Danionella_translucida---DT01873-RA
N5.HOG0066010,Anabarilius_grahami---mrna.DPX16_22424
N5.HOG0066011,Anabarilius_grahami---mrna.DPX16_16933
N5.HOG0066012,Anabarilius_grahami---mrna.DPX16_22448
N5.HOG0066013,Cirrhinus_molitorella---evm.model.Chr20.460
N5.HOG0066014,Cirrhinus_molitorella---evm.model.Chr04.1307
N5.HOG0066015,Cirrhinus_molitorella---evm.model.Chr04.829
N5.HOG0066016,Anabarilius_grahami---mrna.DPX16_20485
N5.HOG0066017,Anabarilius_grahami---mrna.DPX16_20985
N5.HOG0066018,Danionella_translucida---DT01870-RA
N5.HOG0066019,Cirrhinus_molitorella---evm.model.Chr16.692
N5.HOG0066020,Anabarilius_grahami---mrna.DPX16_21824
N5.HOG0066021,Anabarilius_grahami---mrna.DPX16_15945
N5.HOG0066022,Cirrhinus_molitorella---evm.model.Chr13.899
N5.HOG0066023,Anabarilius_grahami---mrna.DPX16_16907
N5.HOG0066024,Anabarilius_grahami---mrna.DPX16_16462
N5.HOG0066025,Dallia_pectoralis---mrna.DPEC_T00231100
N5.HOG0066026,Danionella_translucida---DT17186-RA
N5.HOG0066027,Anabarilius_grahami---mrna.DPX16_18647
N5.HOG0066028,Cirrhinus_molitorella---evm.model.Chr22.653
N5.HOG0066029,Cirrhinus_molitorella---evm.model.Chr17.876
N5.HOG0066030,Anabarilius_grahami---mrna.DPX16_20405
N5.HOG0066031,Anabarilius_grahami---mrna.DPX16_17719
N5.HOG0066032,Anabarilius_grahami---mrna.DPX16_8838
N5.HOG0066033,Cirrhinus_molitorella---evm.model.Chr02.665
N5.HOG0066034,Cirrhinus_molitorella---evm.model.Chr14.598
N5.HOG0066035,Cirrhinus_molitorella---evm.model.Chr14.1160
N5.HOG0066036,Anabarilius_grahami---mrna.DPX16_4123
N5.HOG0066037,Cirrhinus_molitorella---evm.model.Chr14.1075
N5.HOG0066038,Anabarilius_grahami---mrna.DPX16_14602
N5.HOG0066039,Anabarilius_grahami---mrna.DPX16_14622
N5.HOG0066040,Anabarilius_grahami---mrna.DPX16_13900
N5.HOG0066041,Triplophysa_tibetana---mrna_E1301_Tti009075
N5.HOG0066042,Anabarilius_grahami---mrna.DPX16_23751
N5.HOG0066043,Cirrhinus_molitorella---evm.model.Chr06.973
N5.HOG0066044,Anabarilius_grahami---mrna.DPX16_18478
N5.HOG0066045,Anabarilius_grahami---mrna.DPX16_2754
N5.HOG0066046,Misgurnus_anguillicaudatus---rna-XM_055168554.1
N5.HOG0066047,Pimephales_promelas---rna-XM_039656733.1
N5.HOG0066048,Ctenopharyngodon_idella---rna-XM_051893115.1
N5.HOG0066049,Anabarilius_grahami---mrna.DPX16_16185
N5.HOG0066050,Anabarilius_grahami---mrna.DPX16_16193
N5.HOG0066051,Lates_japonicus---gene-AKAME5_002589900
N5.HOG0066052,Anabarilius_grahami---mrna.DPX16_20704
N5.HOG0066053,Onychostoma_macrolepis---rna-XM_058768277.1
N5.HOG0066054,Cirrhinus_molitorella---evm.model.Chr02.937
N5.HOG0066055,Cirrhinus_molitorella---evm.model.Chr14.707
N5.HOG0066056,Cirrhinus_molitorella---evm.model.Chr10.531
N5.HOG0066057,Cirrhinus_molitorella---evm.model.Chr10.1036
N5.HOG0066058,Anabarilius_grahami---mrna.DPX16_10109
N5.HOG0066059,Anabarilius_grahami---mrna.DPX16_10200
N5.HOG0066060,Anabarilius_grahami---mrna.DPX16_18384
N5.HOG0066061,Synaphobranchus_kaupii---mrna.SKAU_T00216530
N5.HOG0066062,Anabarilius_grahami---mrna.DPX16_16730
N5.HOG0066063,Cirrhinus_molitorella---evm.model.Chr09.604
N5.HOG0066064,Anarrhichthys_ocellatus---rna-XM_031841458.1
N5.HOG0066065,Anarrhichthys_ocellatus---rna-XM_031841335.1
N5.HOG0066066,Anarrhichthys_ocellatus---rna-XM_031840549.1
N5.HOG0066067,Seriola_lalandi_dorsalis---rna-XM_023407579.1
N5.HOG0066068,Anarrhichthys_ocellatus---rna-XM_031879173.1
N5.HOG0066069,Anarrhichthys_ocellatus---rna-XM_031842733.1
N5.HOG0066070,Anarrhichthys_ocellatus---rna-XM_031842606.1
N5.HOG0066071,Anarrhichthys_ocellatus---rna-XM_031841909.1
N5.HOG0066072,Anarrhichthys_ocellatus---rna-XM_031842274.1
N5.HOG0066073,Anarrhichthys_ocellatus---rna-XM_031840835.1
N5.HOG0066074,Anarrhichthys_ocellatus---rna-XM_031879731.1
N5.HOG0066075,Epinephelus_moara---rna-XM_050052067.1
N5.HOG0066076,Anarrhichthys_ocellatus---rna-XM_031876547.1
N5.HOG0066077,Anarrhichthys_ocellatus---rna-XM_031841262.1
N5.HOG0066078,Chaenocephalus_aceratus---CAt00028278.1
N5.HOG0066079,Galaxias_olidus---g2591.t1
N5.HOG0066080,Chaenocephalus_aceratus---CAt00006956.1
N5.HOG0066081,Caranx_melampygus---mRNA10166
N5.HOG0066082,Anarrhichthys_ocellatus---rna-XM_031874220.1
N5.HOG0066083,Anarrhichthys_ocellatus---rna-XM_031879407.1
N5.HOG0066084,Pundamilia_nyererei---rna-XM_005744143.2
N5.HOG0066085,Anarrhichthys_ocellatus---rna-XM_031840617.1
N5.HOG0066086,Anarrhichthys_ocellatus---rna-XM_031868605.1
N5.HOG0066087,Anguilla_anguilla---rna-XM_035403700.1
N5.HOG0066088,Synaphobranchus_kaupii---mrna.SKAU_T00142040
N5.HOG0066089,Anguilla_anguilla---rna-XM_035391600.1
N5.HOG0066090,Anguilla_anguilla---rna-XM_035402604.1
N5.HOG0066091,Anguilla_anguilla---rna-XM_035427110.1
N5.HOG0066092,Anguilla_anguilla---rna-XM_035427639.1
N5.HOG0066093,Anguilla_anguilla---rna-XM_035389340.1
N5.HOG0066094,Anguilla_anguilla---rna-XM_035401391.1
N5.HOG0066095,Anguilla_anguilla---rna-XM_035419397.1
N5.HOG0066096,Anguilla_anguilla---rna-XM_035385738.1
N5.HOG0066097,Synaphobranchus_kaupii---mrna.SKAU_T00084570
N5.HOG0066098,Anguilla_anguilla---rna-XM_035396711.1
N5.HOG0066099,Anguilla_anguilla---rna-XM_035398873.1
N5.HOG0066100,Anguilla_anguilla---rna-XM_035411045.1
N5.HOG0066101,Synaphobranchus_kaupii---mrna.SKAU_T00216220
N5.HOG0066102,Anguilla_anguilla---rna-XM_035429339.1
N5.HOG0066103,Synaphobranchus_kaupii---mrna.SKAU_T00383920
N5.HOG0066104,Synaphobranchus_kaupii---mrna.SKAU_T00396350
N5.HOG0066105,Anguilla_anguilla---rna-XM_035429599.1
N5.HOG0066106,Synaphobranchus_kaupii---mrna.SKAU_T00405790
N5.HOG0066107,Anguilla_anguilla---rna-XM_035379351.1
N5.HOG0066108,Anoplopoma_fimbria---rna-XM_054603756.1
N5.HOG0066109,Antennarius_maculatus---g10048.t1
N5.HOG0066110,Channa_striata---evm.model.LG22.255
N5.HOG0066111,Champsocephalus_esox---g_31362.t1
N5.HOG0066112,Antennarius_maculatus---g11342.t1
N5.HOG0066113,Hemibagrus_guttatus---male_32667
N5.HOG0066114,Dissostichus_mawsoni---DM00017863-RA
N5.HOG0066115,Antennarius_maculatus---g11834.t1
N5.HOG0066116,Eleginops_maclovinus---g_26083.t1
N5.HOG0066117,Xyrichtys_novacula---rna-XNOV1_A013886
N5.HOG0066118,Antennarius_maculatus---g12456.t1
N5.HOG0066119,Antennarius_maculatus---g12480.t1
N5.HOG0066120,Antennarius_maculatus---g12856.t1
N5.HOG0066121,Hemibagrus_guttatus---male_34462
N5.HOG0066122,Antennarius_maculatus---g4689.t1
N5.HOG0066123,Antennarius_maculatus---g13055.t1
N5.HOG0066124,Muraenolepis_orangiensis---S400032899-RA
N5.HOG0066125,Antennarius_maculatus---g13503.t1
N5.HOG0066126,Antennarius_maculatus---g13675.t1
N5.HOG0066127,Crenichthys_baileyi---CRENBAI_021212-T1_mrna
N5.HOG0066128,Antennarius_maculatus---g14301.t1
N5.HOG0066129,Champsocephalus_gunnari---g_16721.t1
N5.HOG0066130,Xyrichtys_novacula---rna-XNOV1_A013166
N5.HOG0066131,Antennarius_maculatus---g15413.t1
N5.HOG0066132,Antennarius_maculatus---g15566.t1
N5.HOG0066133,Antennarius_maculatus---g15606.t1
N5.HOG0066134,Antennarius_maculatus---g15991.t1
N5.HOG0066135,Xyrichtys_novacula---gene-XNOV1_A030068
N5.HOG0066136,Channa_striata---evm.model.LG17.586
N5.HOG0066137,Antennarius_maculatus---g168.t1
N5.HOG0066138,Eleginops_maclovinus---g_30014.t1
N5.HOG0066139,Antennarius_maculatus---g17540.t1
N5.HOG0066140,Dissostichus_mawsoni---DM00023481-RA
N5.HOG0066141,Antennarius_maculatus---g18019.t1
N5.HOG0066142,Antennarius_maculatus---g8575.t1
N5.HOG0066143,Chaenocephalus_aceratus---CAt00016202.1
N5.HOG0066144,Antennarius_maculatus---g19383.t1
N5.HOG0066145,Antennarius_maculatus---g19518.t1
N5.HOG0066146,Antennarius_maculatus---g19548.t1
N5.HOG0066147,Centroberyx_gerrardi---g8577.t1
N5.HOG0066148,Datnioides_undecimradiatus---g13654.t1
