Gene stable ID	Human gene stable ID	Human gene name
ENSDARG00000039082		
ENSDARG00000094521		
ENSDARG00000098783	ENSG00000047315	POLR2B
ENSDARG00000105529		
ENSDARG00000076118	ENSG00000089486	CDIP1
ENSDARG00000003022	ENSG00000106683	LIMK1
ENSDARG00000076066	ENSG00000145495	MARCHF6
ENSDARG00000017274		
ENSDARG00000007818	ENSG00000099864	PALM
ENSDARG00000013307	ENSG00000108298	RPL19
ENSDARG00000097700		
ENSDARG00000101160		
ENSDARG00000087224		
ENSDARG00000024746	ENSG00000080824	HSP90AA1
ENSDARG00000015990	ENSG00000162755	KLHDC9
ENSDARG00000087176	ENSG00000167524	RSKR
ENSDARG00000059473	ENSG00000132854	KANK4
ENSDARG00000062165	ENSG00000166402	TUB
ENSDARG00000034893	ENSG00000143257	NR1I3
ENSDARG00000102934	ENSG00000084092	NOA1
ENSDARG00000042690	ENSG00000170989	S1PR1
ENSDARG00000086703		
ENSDARG00000062030	ENSG00000144230	GPR17
ENSDARG00000076701	ENSG00000182272	B4GALNT4
ENSDARG00000033840	ENSG00000165323	FAT3
ENSDARG00000104138	ENSG00000163453	IGFBP7
ENSDARG00000033889	ENSG00000179119	SPTY2D1
ENSDARG00000078675	ENSG00000116641	DOCK7
ENSDARG00000013771	ENSG00000163131	CTSS
ENSDARG00000040738		
ENSDARG00000105549	ENSG00000166405	RIC3
ENSDARG00000078733	ENSG00000148842	CNNM2
ENSDARG00000078180	ENSG00000076662	ICAM3
ENSDARG00000059751	ENSG00000166016	ABTB2
ENSDARG00000034504	ENSG00000166407	LMO1
ENSDARG00000061248	ENSG00000103489	XYLT1
ENSDARG00000040253		
ENSDARG00000000472		
ENSDARG00000103811	ENSG00000162688	AGL
ENSDARG00000102551	ENSG00000153814	JAZF1
ENSDARG00000093303		
ENSDARG00000078824	ENSG00000076662	ICAM3
ENSDARG00000100652		
ENSDARG00000015460	ENSG00000161800	RACGAP1
ENSDARG00000093702	ENSG00000162817	C1orf115
ENSDARG00000006200		
ENSDARG00000011581		
ENSDARG00000091579		
ENSDARG00000053650	ENSG00000171956	FOXB1
ENSDARG00000028850		
ENSDARG00000052764	ENSG00000147432	CHRNB3
ENSDARG00000008155	ENSG00000102172	SMS
ENSDARG00000101508	ENSG00000148200	NR6A1
ENSDARG00000036096	ENSG00000166949	SMAD3
ENSDARG00000020594	ENSG00000164440	TXLNB
ENSDARG00000042484		
ENSDARG00000020326	ENSG00000105397	TYK2
ENSDARG00000009273	ENSG00000170836	PPM1D
ENSDARG00000012871	ENSG00000215440	NPEPL1
ENSDARG00000095113		
ENSDARG00000010270	ENSG00000128610	FEZF1
ENSDARG00000002013	ENSG00000106070	GRB10
ENSDARG00000051756	ENSG00000110435	PDHX
ENSDARG00000078550		
ENSDARG00000002632	ENSG00000122359	ANXA11
ENSDARG00000075677	ENSG00000158042	MRPL17
ENSDARG00000017811		
ENSDARG00000101235		
ENSDARG00000078152		
ENSDARG00000075159	ENSG00000163975	MELTF
ENSDARG00000105607		
ENSDARG00000003219	ENSG00000110934	BIN2
ENSDARG00000028862		
ENSDARG00000104890		
ENSDARG00000010478		
ENSDARG00000005453	ENSG00000128573	FOXP2
ENSDARG00000042508	ENSG00000144357	UBR3
ENSDARG00000056803	ENSG00000106367	AP1S1
ENSDARG00000089791	ENSG00000164933	SLC25A32
ENSDARG00000070809	ENSG00000165804	ZNF219
ENSDARG00000037178	ENSG00000043355	ZIC2
ENSDARG00000079570	ENSG00000147655	RSPO2
ENSDARG00000032237	ENSG00000053900	ANAPC4
ENSDARG00000044365	ENSG00000132855	ANGPTL3
ENSDARG00000021787		
ENSDARG00000100476	ENSG00000139899	CBLN3
ENSDARG00000027322	ENSG00000148943	LIN7C
ENSDARG00000069017		
ENSDARG00000055120	ENSG00000164733	CTSB
ENSDARG00000009142	ENSG00000088808	PPP1R13B
ENSDARG00000077870	ENSG00000273841	TAF9
ENSDARG00000075798	ENSG00000170185	USP38
ENSDARG00000037324	ENSG00000187961	KLHL17
ENSDARG00000056414	ENSG00000162607	USP1
ENSDARG00000070109	ENSG00000109805	NCAPG
ENSDARG00000027612	ENSG00000157259	GATAD1
ENSDARG00000009941	ENSG00000082805	ERC1
ENSDARG00000006497		
ENSDARG00000095783		
ENSDARG00000079024	ENSG00000198208	RPS6KL1
ENSDARG00000021352	ENSG00000155511	GRIA1
ENSDARG00000056666	ENSG00000164651	SP8
ENSDARG00000037476	ENSG00000120896	SORBS3
ENSDARG00000088708	ENSG00000064300	NGFR
ENSDARG00000078674	ENSG00000260325	HSPB9
ENSDARG00000060150	ENSG00000108671	PSMD11
ENSDARG00000069984		
ENSDARG00000033971	ENSG00000116132	PRRX1
ENSDARG00000070098		
ENSDARG00000032319	ENSG00000106484	MEST
ENSDARG00000041248	ENSG00000172016	REG3A
ENSDARG00000041248	ENSG00000143954	REG3G
ENSDARG00000041248	ENSG00000115386	REG1A
ENSDARG00000041248	ENSG00000172023	REG1B
ENSDARG00000090468	ENSG00000154415	PPP1R3A
ENSDARG00000097653		
ENSDARG00000100242	ENSG00000117543	DPH5
ENSDARG00000074791	ENSG00000072210	ALDH3A2
ENSDARG00000040991	ENSG00000077063	CTTNBP2
ENSDARG00000053833		
ENSDARG00000075444		
ENSDARG00000013453	ENSG00000156414	TDRD9
ENSDARG00000088989	ENSG00000172016	REG3A
ENSDARG00000088989	ENSG00000143954	REG3G
ENSDARG00000088989	ENSG00000115386	REG1A
ENSDARG00000088989	ENSG00000172023	REG1B
ENSDARG00000101029		
ENSDARG00000007175	ENSG00000004700	RECQL
ENSDARG00000073902		
ENSDARG00000007279	ENSG00000145817	YIPF5
ENSDARG00000074223	ENSG00000135272	MDFIC
ENSDARG00000029069	ENSG00000130598	TNNI2
ENSDARG00000096299		
ENSDARG00000070694	ENSG00000182575	NXPH3
ENSDARG00000098288	ENSG00000106052	TAX1BP1
ENSDARG00000101295	ENSG00000159352	PSMD4
ENSDARG00000086956	ENSG00000172016	REG3A
ENSDARG00000086956	ENSG00000143954	REG3G
ENSDARG00000086956	ENSG00000115386	REG1A
ENSDARG00000086956	ENSG00000172023	REG1B
ENSDARG00000041960	ENSG00000102837	OLFM4
ENSDARG00000053918		
ENSDARG00000053449	ENSG00000131096	PYY
ENSDARG00000043081	ENSG00000101160	CTSZ
ENSDARG00000014003	ENSG00000130052	STARD8
ENSDARG00000006251	ENSG00000118985	ELL2
ENSDARG00000102774	ENSG00000143373	ZNF687
ENSDARG00000043445		
ENSDARG00000102906		
ENSDARG00000079897		
ENSDARG00000056998	ENSG00000183853	KIRREL1
ENSDARG00000102004	ENSG00000130203	APOE
ENSDARG00000068755	ENSG00000120699	EXOSC8
ENSDARG00000035459	ENSG00000182557	SPNS3
ENSDARG00000117097		
ENSDARG00000060095	ENSG00000158445	KCNB1
ENSDARG00000039661	ENSG00000180773	SLC36A4
ENSDARG00000032831	ENSG00000166033	HTRA1
ENSDARG00000069133		
ENSDARG00000096756	ENSG00000125533	BHLHE23
ENSDARG00000014333	ENSG00000128699	ORMDL1
ENSDARG00000086218		
ENSDARG00000092275		
ENSDARG00000098313	ENSG00000008130	NADK
ENSDARG00000074283	ENSG00000168918	INPP5D
ENSDARG00000089478	ENSG00000172016	REG3A
ENSDARG00000089478	ENSG00000143954	REG3G
ENSDARG00000089478	ENSG00000115386	REG1A
ENSDARG00000089478	ENSG00000172023	REG1B
ENSDARG00000053453	ENSG00000108852	MPP2
ENSDARG00000019998	ENSG00000162695	SLC30A7
ENSDARG00000096278		
ENSDARG00000000476	ENSG00000064933	PMS1
ENSDARG00000037916	ENSG00000176749	CDK5R1
ENSDARG00000006862	ENSG00000075945	KIFAP3
ENSDARG00000069242	ENSG00000065485	PDIA5
ENSDARG00000006389		
ENSDARG00000020102	ENSG00000183775	KCTD16
ENSDARG00000098024		
ENSDARG00000077791	ENSG00000174672	BRSK2
ENSDARG00000036139	ENSG00000188501	LCTL
ENSDARG00000105335	ENSG00000172016	REG3A
ENSDARG00000105335	ENSG00000143954	REG3G
ENSDARG00000105335	ENSG00000115386	REG1A
ENSDARG00000105335	ENSG00000172023	REG1B
ENSDARG00000097824		
ENSDARG00000015752	ENSG00000115085	ZAP70
ENSDARG00000089767	ENSG00000113269	RNF130
ENSDARG00000053209	ENSG00000137834	SMAD6
ENSDARG00000005254	ENSG00000136240	KDELR2
ENSDARG00000036140		
ENSDARG00000088342	ENSG00000167619	TMEM145
ENSDARG00000060094	ENSG00000124212	PTGIS
ENSDARG00000090036		
ENSDARG00000060633	ENSG00000156256	USP16
ENSDARG00000028106	ENSG00000173221	GLRX
ENSDARG00000058329		
ENSDARG00000100519	ENSG00000121067	SPOP
ENSDARG00000017445	ENSG00000084623	EIF3I
ENSDARG00000023445		
ENSDARG00000012387		
ENSDARG00000100842		
ENSDARG00000018797		
ENSDARG00000014259	ENSG00000104313	EYA1
ENSDARG00000030905	ENSG00000164442	CITED2
ENSDARG00000017708	ENSG00000066557	LRRC40
ENSDARG00000090935	ENSG00000144395	CCDC150
ENSDARG00000052617	ENSG00000161847	RAVER1
ENSDARG00000054032	ENSG00000169228	RAB24
ENSDARG00000068480	ENSG00000184368	MAP7D2
ENSDARG00000003008	ENSG00000171132	PRKCE
ENSDARG00000051816	ENSG00000008311	AASS
ENSDARG00000035556	ENSG00000177189	RPS6KA3
ENSDARG00000024598	ENSG00000290292	HOMEZ
ENSDARG00000019280	ENSG00000133706	LARS1
ENSDARG00000079399	ENSG00000127533	F2RL3
ENSDARG00000095445	ENSG00000259431	THTPA
ENSDARG00000104213		
ENSDARG00000042521		
ENSDARG00000068370	ENSG00000136828	RALGPS1
ENSDARG00000008247	ENSG00000136451	VEZF1
ENSDARG00000002174	ENSG00000111203	ITFG2
ENSDARG00000068369	ENSG00000171560	FGA
ENSDARG00000062479	ENSG00000162692	VCAM1
ENSDARG00000032344	ENSG00000065989	PDE4A
ENSDARG00000069031	ENSG00000173261	PLAC8L1
ENSDARG00000022570	ENSG00000171596	NMUR1
ENSDARG00000029003	ENSG00000173674	EIF1AX
ENSDARG00000029003	ENSG00000198692	EIF1AY
ENSDARG00000022768	ENSG00000101193	GID8
ENSDARG00000044175	ENSG00000180914	OXTR
ENSDARG00000005865		
ENSDARG00000073899	ENSG00000166881	NEMP1
ENSDARG00000093074	ENSG00000140749	IGSF6
ENSDARG00000060072		
ENSDARG00000092970		
ENSDARG00000042954	ENSG00000101194	SLC17A9
ENSDARG00000077898		
ENSDARG00000091150		
ENSDARG00000037917	ENSG00000005884	ITGA3
ENSDARG00000080675	ENSG00000155719	OTOA
ENSDARG00000101061	ENSG00000144895	EIF2A
ENSDARG00000073686	ENSG00000068097	HEATR6
ENSDARG00000026634	ENSG00000181090	EHMT1
ENSDARG00000088087	ENSG00000132510	KDM6B
ENSDARG00000055559	ENSG00000147434	CHRNA6
ENSDARG00000004470	ENSG00000130175	PRKCSH
ENSDARG00000087625	ENSG00000102837	OLFM4
ENSDARG00000021097	ENSG00000101158	NELFCD
ENSDARG00000075854	ENSG00000189280	GJB5
ENSDARG00000075854	ENSG00000189433	GJB4
ENSDARG00000089838		
ENSDARG00000073812		
ENSDARG00000056795	ENSG00000106366	SERPINE1
ENSDARG00000057016	ENSG00000079335	CDC14A
ENSDARG00000044862	ENSG00000102076	OPN1LW
ENSDARG00000044862	ENSG00000166160	OPN1MW2
ENSDARG00000044862	ENSG00000268221	OPN1MW
ENSDARG00000044862	ENSG00000269433	OPN1MW3
ENSDARG00000077291	ENSG00000140988	RPS2
ENSDARG00000076090	ENSG00000152969	JAKMIP1
ENSDARG00000054152	ENSG00000135577	NMBR
ENSDARG00000042866	ENSG00000188910	GJB3
ENSDARG00000043395	ENSG00000146215	CRIP3
ENSDARG00000041873		
ENSDARG00000079985	ENSG00000053702	NRIP2
ENSDARG00000041239	ENSG00000140153	WDR20
ENSDARG00000053311	ENSG00000135426	TESPA1
ENSDARG00000087844		
ENSDARG00000062182	ENSG00000137204	SLC22A7
ENSDARG00000074526	ENSG00000109906	ZBTB16
ENSDARG00000009568	ENSG00000154975	CA10
ENSDARG00000115234		
ENSDARG00000053455	ENSG00000167131	CCDC103
ENSDARG00000014420	ENSG00000196361	ELAVL3
ENSDARG00000012640	ENSG00000136305	CIDEB
ENSDARG00000115778		
ENSDARG00000016871	ENSG00000073584	SMARCE1
ENSDARG00000052910	ENSG00000061492	WNT8A
ENSDARG00000079816	ENSG00000100263	RHBDD3
ENSDARG00000062430	ENSG00000115159	GPD2
ENSDARG00000052408	ENSG00000168282	MGAT2
ENSDARG00000041232	ENSG00000213741	RPS29
ENSDARG00000102690	ENSG00000205857	NANOGNB
ENSDARG00000078507	ENSG00000061492	WNT8A
ENSDARG00000038432	ENSG00000131966	ACTR10
ENSDARG00000054150	ENSG00000203733	GJE1
ENSDARG00000040009		
ENSDARG00000019113	ENSG00000172081	MOB3A
ENSDARG00000097890	ENSG00000183048	SLC25A10
ENSDARG00000022295	ENSG00000275410	HNF1B
ENSDARG00000070029	ENSG00000113790	EHHADH
ENSDARG00000017982	ENSG00000146233	CYP39A1
ENSDARG00000021589		
ENSDARG00000105346	ENSG00000205832	C16orf96
ENSDARG00000060004	ENSG00000155760	FZD7
ENSDARG00000006011	ENSG00000087448	KLHL42
ENSDARG00000019686	ENSG00000127951	FGL2
ENSDARG00000074143		
ENSDARG00000021869	ENSG00000172348	RCAN2
ENSDARG00000053457	ENSG00000125691	RPL23
ENSDARG00000038703	ENSG00000156510	HKDC1
ENSDARG00000078658	ENSG00000223611	SUPT20HL2
ENSDARG00000078658	ENSG00000223731	SUPT20HL1
ENSDARG00000078658	ENSG00000102710	SUPT20H
ENSDARG00000090237	ENSG00000205832	C16orf96
ENSDARG00000041870	ENSG00000138002	IFT172
ENSDARG00000020834	ENSG00000126001	CEP250
ENSDARG00000070471	ENSG00000139546	TARBP2
ENSDARG00000089966	ENSG00000205832	C16orf96
ENSDARG00000092801		
ENSDARG00000058409		
ENSDARG00000053460		
ENSDARG00000076119		
ENSDARG00000028889	ENSG00000140990	NDUFB10
ENSDARG00000038768	ENSG00000262814	MRPL12
ENSDARG00000003421	ENSG00000073792	IGF2BP2
ENSDARG00000038964	ENSG00000076604	TRAF4
ENSDARG00000044861	ENSG00000102076	OPN1LW
ENSDARG00000044861	ENSG00000166160	OPN1MW2
ENSDARG00000044861	ENSG00000268221	OPN1MW
ENSDARG00000044861	ENSG00000269433	OPN1MW3
ENSDARG00000091409	ENSG00000205832	C16orf96
ENSDARG00000029587		
ENSDARG00000002215	ENSG00000137996	RTCA
ENSDARG00000078328	ENSG00000121542	SEC22A
ENSDARG00000020057	ENSG00000204217	BMPR2
ENSDARG00000043094	ENSG00000087460	GNAS
ENSDARG00000077569	ENSG00000173114	LRRN3
ENSDARG00000054137	ENSG00000112414	ADGRG6
ENSDARG00000004925	ENSG00000184903	IMMP2L
ENSDARG00000007220	ENSG00000149294	NCAM1
ENSDARG00000020960	ENSG00000185359	HGS
ENSDARG00000086317		
ENSDARG00000013732	ENSG00000009844	VTA1
ENSDARG00000019316	ENSG00000214814	FER1L6
ENSDARG00000021135	ENSG00000100867	DHRS2
ENSDARG00000038770		
ENSDARG00000029955	ENSG00000163521	GLB1L
ENSDARG00000060758	ENSG00000161270	NPHS1
ENSDARG00000086352	ENSG00000205832	C16orf96
ENSDARG00000114142		
ENSDARG00000074254	ENSG00000115657	ABCB6
ENSDARG00000054473	ENSG00000092330	TINF2
ENSDARG00000086522	ENSG00000205832	C16orf96
ENSDARG00000030153	ENSG00000111670	GNPTAB
ENSDARG00000053467	ENSG00000100226	GTPBP1
ENSDARG00000078671	ENSG00000171450	CDK5R2
ENSDARG00000102975	ENSG00000170091	NSG2
ENSDARG00000038446		
ENSDARG00000069003	ENSG00000145882	PCYOX1L
ENSDARG00000042357		
ENSDARG00000075487		
ENSDARG00000008732	ENSG00000173905	GOLIM4
ENSDARG00000045563	ENSG00000120860	WASHC3
ENSDARG00000002168	ENSG00000136527	TRA2B
ENSDARG00000060622		
ENSDARG00000052215		
ENSDARG00000045561	ENSG00000136048	DRAM1
ENSDARG00000019038	ENSG00000100359	SGSM3
ENSDARG00000086228		
ENSDARG00000069978		
ENSDARG00000002128	ENSG00000095485	CWF19L1
ENSDARG00000041959	ENSG00000121966	CXCR4
ENSDARG00000061664	ENSG00000187068	C3orf70
ENSDARG00000095022	ENSG00000144229	THSD7B
ENSDARG00000077698	ENSG00000136444	RSAD1
ENSDARG00000015164	ENSG00000099875	MKNK2
ENSDARG00000012215	ENSG00000114491	UMPS
ENSDARG00000013227		
ENSDARG00000078953	ENSG00000049283	EPN3
ENSDARG00000078101		
ENSDARG00000009242	ENSG00000163497	FEV
ENSDARG00000095528		
ENSDARG00000026986	ENSG00000181026	AEN
ENSDARG00000035993		
ENSDARG00000052222		
ENSDARG00000076819		
ENSDARG00000091342	ENSG00000173175	ADCY5
ENSDARG00000029381	ENSG00000006534	ALDH3B1
ENSDARG00000029381	ENSG00000108602	ALDH3A1
ENSDARG00000029381	ENSG00000137124	ALDH1B1
ENSDARG00000041925	ENSG00000163499	CRYBA2
ENSDARG00000094067		
ENSDARG00000078095	ENSG00000198894	CIPC
ENSDARG00000009074	ENSG00000145439	CBR4
ENSDARG00000027079	ENSG00000170396	ZNF804A
ENSDARG00000070011	ENSG00000188886	ASTL
ENSDARG00000059498		
ENSDARG00000070028		
ENSDARG00000087633		
ENSDARG00000078935	ENSG00000135912	TTLL4
ENSDARG00000022254	ENSG00000166501	PRKCB
ENSDARG00000104665	ENSG00000126259	KIRREL2
ENSDARG00000019945	ENSG00000153707	PTPRD
ENSDARG00000079670	ENSG00000033122	LRRC7
ENSDARG00000008218	ENSG00000119725	ZNF410
ENSDARG00000098604		
ENSDARG00000099221	ENSG00000156475	PPP2R2B
ENSDARG00000095580		
ENSDARG00000020595	ENSG00000130119	GNL3L
ENSDARG00000096755		
ENSDARG00000019950	ENSG00000138380	CARF
ENSDARG00000053066	ENSG00000101162	TUBB1
ENSDARG00000074443	ENSG00000007237	GAS7
ENSDARG00000006314	ENSG00000138448	ITGAV
ENSDARG00000095897		
ENSDARG00000052223	ENSG00000138472	GUCA1C
ENSDARG00000052223	ENSG00000116983	HPCAL4
ENSDARG00000005191	ENSG00000101444	AHCY
ENSDARG00000098383		
ENSDARG00000016255	ENSG00000101421	CHMP4B
ENSDARG00000078193		
ENSDARG00000012222	ENSG00000163002	NUP35
ENSDARG00000076401	ENSG00000006116	CACNG3
ENSDARG00000093659	ENSG00000187097	ENTPD5
ENSDARG00000086028	ENSG00000179057	IGSF22
ENSDARG00000086204	ENSG00000214978	GSG1L2
ENSDARG00000021252	ENSG00000132141	CCT6B
ENSDARG00000079396		
ENSDARG00000015889	ENSG00000065548	ZC3H15
ENSDARG00000039987	ENSG00000010818	HIVEP2
ENSDARG00000043905	ENSG00000013561	RNF14
ENSDARG00000000369	ENSG00000115592	PRKAG3
ENSDARG00000105223	ENSG00000109099	PMP22
ENSDARG00000078392		
ENSDARG00000098368	ENSG00000105290	APLP1
ENSDARG00000037919		
ENSDARG00000041904	ENSG00000163516	ANKZF1
ENSDARG00000101457	ENSG00000179604	CDC42EP4
ENSDARG00000053831	ENSG00000109072	VTN
ENSDARG00000030154	ENSG00000101349	PAK5
ENSDARG00000009839		
ENSDARG00000073935	ENSG00000115596	WNT6
ENSDARG00000097613	ENSG00000179057	IGSF22
ENSDARG00000055934		
ENSDARG00000102161	ENSG00000069188	SDK2
ENSDARG00000077858	ENSG00000101440	ASIP
ENSDARG00000089235	ENSG00000175894	TSPEAR
ENSDARG00000091393		
ENSDARG00000058207	ENSG00000138443	ABI2
ENSDARG00000053047	ENSG00000125977	EIF2S2
ENSDARG00000113804		
ENSDARG00000105731		
ENSDARG00000006301	ENSG00000173166	RAPH1
ENSDARG00000010727	ENSG00000141540	TTYH2
ENSDARG00000105829		
ENSDARG00000075111	ENSG00000003393	ALS2
ENSDARG00000053853	ENSG00000007216	SLC13A2
ENSDARG00000060638	ENSG00000158258	CLSTN2
ENSDARG00000075417		
ENSDARG00000097451	ENSG00000176108	CHMP6
ENSDARG00000095504		
ENSDARG00000014915	ENSG00000004779	NDUFAB1
ENSDARG00000025162	ENSG00000072182	ASIC4
ENSDARG00000037905		
ENSDARG00000020122		
ENSDARG00000078222	ENSG00000181409	AATK
ENSDARG00000070057		
ENSDARG00000062799	ENSG00000175866	BAIAP2
ENSDARG00000103375		
ENSDARG00000098324		
ENSDARG00000095070		
ENSDARG00000089598		
ENSDARG00000058222	ENSG00000082126	MPP4
ENSDARG00000089092		
ENSDARG00000060192	ENSG00000007376	RPUSD1
ENSDARG00000040039		
ENSDARG00000074362	ENSG00000172461	FUT9
ENSDARG00000040538		
ENSDARG00000104446		
ENSDARG00000041735	ENSG00000155755	TMEM237
ENSDARG00000056062		
ENSDARG00000089715		
ENSDARG00000059972	ENSG00000125970	RALY
ENSDARG00000007171	ENSG00000146416	AIG1
ENSDARG00000017155	ENSG00000135925	WNT10A
ENSDARG00000041944	ENSG00000189007	ADAT2
ENSDARG00000053800		
ENSDARG00000078685	ENSG00000176783	RUFY1
ENSDARG00000097680	ENSG00000123146	ADGRE5
ENSDARG00000002877	ENSG00000135597	REPS1
ENSDARG00000078602	ENSG00000160951	PTGER1
ENSDARG00000079647		
ENSDARG00000091650	ENSG00000126246	IGFLR1
ENSDARG00000006240	ENSG00000130304	SLC27A1
ENSDARG00000098183		
ENSDARG00000053665	ENSG00000113327	GABRG2
ENSDARG00000071685	ENSG00000137571	SLCO5A1
ENSDARG00000003573	ENSG00000166847	DCTN5
ENSDARG00000003970		
ENSDARG00000044362	ENSG00000109103	UNC119
ENSDARG00000089883		
ENSDARG00000069590	ENSG00000249242	TMEM150C
ENSDARG00000040536		
ENSDARG00000002872		
ENSDARG00000076093		
ENSDARG00000099864	ENSG00000154997	SEPTIN14
ENSDARG00000060813		
ENSDARG00000037921	ENSG00000127588	GNG13
ENSDARG00000068989	ENSG00000022355	GABRA1
ENSDARG00000021233	ENSG00000130313	PGLS
ENSDARG00000097679		
ENSDARG00000060697		
ENSDARG00000095298		
ENSDARG00000073974	ENSG00000130309	COLGALT1
ENSDARG00000059636	ENSG00000115998	C2orf42
ENSDARG00000098722		
ENSDARG00000015540	ENSG00000143801	PSEN2
ENSDARG00000077249	ENSG00000089639	GMIP
ENSDARG00000053875		
ENSDARG00000075121	ENSG00000113070	HBEGF
ENSDARG00000077915	ENSG00000162761	LMX1A
ENSDARG00000060207	ENSG00000131653	TRAF7
ENSDARG00000038429	ENSG00000144655	CSRNP1
ENSDARG00000029931	ENSG00000105726	ATP13A1
ENSDARG00000046107	ENSG00000167971	CASKIN1
ENSDARG00000098351		
ENSDARG00000022564	ENSG00000110696	C11orf58
ENSDARG00000102460	ENSG00000114698	PLSCR4
ENSDARG00000102460	ENSG00000163746	PLSCR2
ENSDARG00000102460	ENSG00000187838	PLSCR3
ENSDARG00000026704		
ENSDARG00000052150	ENSG00000153779	TGIF2LX
ENSDARG00000052150	ENSG00000176679	TGIF2LY
ENSDARG00000100446	ENSG00000174059	CD34
ENSDARG00000103251	ENSG00000174705	SH3PXD2B
ENSDARG00000091531		
ENSDARG00000042338	ENSG00000064547	LPAR2
ENSDARG00000098004		
ENSDARG00000052536	ENSG00000116001	TIA1
ENSDARG00000038075	ENSG00000179091	CYC1
ENSDARG00000078904		
ENSDARG00000025974	ENSG00000081026	MAGI3
ENSDARG00000100596		
ENSDARG00000015915		
ENSDARG00000098017	ENSG00000229833	PET100
ENSDARG00000100302		
ENSDARG00000010434	ENSG00000120885	CLU
ENSDARG00000007906		
ENSDARG00000007603	ENSG00000076944	STXBP2
ENSDARG00000053877	ENSG00000108582	CPD
ENSDARG00000040644	ENSG00000155893	PXYLP1
ENSDARG00000105696		
ENSDARG00000007092	ENSG00000076924	XAB2
ENSDARG00000022437	ENSG00000110651	CD81
ENSDARG00000096879		
ENSDARG00000032129	ENSG00000125651	GTF2F1
ENSDARG00000002587	ENSG00000113657	DPYSL3
ENSDARG00000043587	ENSG00000277893	SRD5A2
ENSDARG00000039116		
ENSDARG00000103865		
ENSDARG00000037906	ENSG00000125652	ALKBH7
ENSDARG00000059601	ENSG00000166963	MAP1A
ENSDARG00000096545		
ENSDARG00000103850		
ENSDARG00000105781		
ENSDARG00000013973		
ENSDARG00000101365		
ENSDARG00000077673		
ENSDARG00000052139	ENSG00000074181	NOTCH3
ENSDARG00000037628	ENSG00000149743	TRPT1
ENSDARG00000070261	ENSG00000176390	CRLF3
ENSDARG00000063095	ENSG00000174080	CTSF
ENSDARG00000063095	ENSG00000135047	CTSL
ENSDARG00000063095	ENSG00000136943	CTSV
ENSDARG00000068698	ENSG00000205155	PSENEN
ENSDARG00000008060	ENSG00000168077	SCARA3
ENSDARG00000028048	ENSG00000080511	RDH8
ENSDARG00000094675	ENSG00000184811	TRARG1
ENSDARG00000059166	ENSG00000172940	SLC22A13
ENSDARG00000010767	ENSG00000116106	EPHA4
ENSDARG00000095185		
ENSDARG00000095665		
ENSDARG00000098294		
ENSDARG00000059866	ENSG00000105298	CACTIN
ENSDARG00000091869		
ENSDARG00000095030		
ENSDARG00000017173	ENSG00000146063	TRIM41
ENSDARG00000017173	ENSG00000183718	TRIM52
ENSDARG00000041919	ENSG00000102970	CCL17
ENSDARG00000041919	ENSG00000131142	CCL25
ENSDARG00000077236	ENSG00000004776	HSPB6
ENSDARG00000097591	ENSG00000167595	PROSER3
ENSDARG00000077847	ENSG00000105088	OLFM2
ENSDARG00000021082	ENSG00000138674	SEC31A
ENSDARG00000038076	ENSG00000125995	ROMO1
ENSDARG00000053950	ENSG00000267796	LIN37
ENSDARG00000038074	ENSG00000125991	ERGIC3
ENSDARG00000020265	ENSG00000130812	ANGPTL6
ENSDARG00000079808	ENSG00000076662	ICAM3
ENSDARG00000105728		
ENSDARG00000077309	ENSG00000117091	CD48
ENSDARG00000077309	ENSG00000122223	CD244
ENSDARG00000095135		
ENSDARG00000022232	ENSG00000130810	PPAN
ENSDARG00000078561	ENSG00000198799	LRIG2
ENSDARG00000067646	ENSG00000186952	TMEM232
ENSDARG00000021753	ENSG00000147419	CCDC25
ENSDARG00000014929	ENSG00000244165	P2RY11
ENSDARG00000099948		
ENSDARG00000062667	ENSG00000161647	MPP3
ENSDARG00000016889	ENSG00000130811	EIF3G
ENSDARG00000075551		
ENSDARG00000105713		
ENSDARG00000074298		
ENSDARG00000006025	ENSG00000175274	TP53I11
ENSDARG00000101389		
ENSDARG00000070256	ENSG00000178691	SUZ12
ENSDARG00000030756	ENSG00000130816	DNMT1
ENSDARG00000097725		
ENSDARG00000007823	ENSG00000162772	ATF3
ENSDARG00000030289	ENSG00000204301	NOTCH4
ENSDARG00000030289	ENSG00000184916	JAG2
ENSDARG00000087088	ENSG00000277200	CCDC92B
ENSDARG00000090170	ENSG00000131242	RAB11FIP4
ENSDARG00000076144	ENSG00000076662	ICAM3
ENSDARG00000077473		
ENSDARG00000032725		
ENSDARG00000094952	ENSG00000076662	ICAM3
ENSDARG00000060566	ENSG00000132361	CLUH
ENSDARG00000096248		
ENSDARG00000095312	ENSG00000076662	ICAM3
ENSDARG00000079802		
ENSDARG00000053547	ENSG00000176049	JAKMIP2
ENSDARG00000036541	ENSG00000007384	RHBDF1
ENSDARG00000026070	ENSG00000085117	CD82
ENSDARG00000042577	ENSG00000123685	BATF3
ENSDARG00000077239	ENSG00000149218	ENDOD1
ENSDARG00000024471	ENSG00000117697	NSL1
ENSDARG00000096898		
ENSDARG00000014554	ENSG00000119938	PPP1R3C
