Gene stable ID	Gene name	Transcript stable ID	RefSeq mRNA predicted ID	Protein stable ID
ENSDARG00000009771	ppme1	ENSDART00000016219	NM_199937	ENSDARP00000018567
ENSDARG00000087198	cthrc1a	ENSDART00000132892	NM_001003765	ENSDARP00000115065
ENSDARG00000057661	aldoca	ENSDART00000080377	NM_001029952	ENSDARP00000074827
ENSDARG00000037495	rtn4rl2b	ENSDART00000054598	NM_203483	ENSDARP00000054597
ENSDARG00000031200	ppp2r5cb	ENSDART00000110252	NM_001044821	ENSDARP00000103928
ENSDARG00000021547	vrk2	ENSDART00000036419	NM_201170	ENSDARP00000038349
ENSDARG00000038228	selenow2a	ENSDART00000139902	NM_194417	ENSDARP00000122385
ENSDARG00000005841	tnni2a.2	ENSDART00000149439	NM_201093	ENSDARP00000124383
ENSDARG00000016421	crygm1	ENSDART00000101897	NM_001007785	ENSDARP00000092672
ENSDARG00000104210	si:ch73-173h19.3	ENSDART00000169573	NM_001110521	ENSDARP00000134804
ENSDARG00000042689	zbtb37	ENSDART00000062629	NM_001045160	ENSDARP00000062628
ENSDARG00000010144	plppr3a	ENSDART00000024662	NM_001171028	ENSDARP00000011706
ENSDARG00000026183	polr2eb	ENSDART00000035670	NM_001003564	ENSDARP00000028718
ENSDARG00000069855	pnisr	ENSDART00000124515	NM_001083837	ENSDARP00000107812
ENSDARG00000069397	zswim8	ENSDART00000056432	NM_001145707	ENSDARP00000056431
ENSDARG00000061048	ranbp9	ENSDART00000086608	NM_001080571	ENSDARP00000081043
ENSDARG00000068431	si:ch211-195h23.3	ENSDART00000123673	NM_001130402	ENSDARP00000111270
ENSDARG00000019651	zgc:162239	ENSDART00000157512	NM_001082815	ENSDARP00000131226
ENSDARG00000007885	fancl	ENSDART00000020946	NM_212982	ENSDARP00000003498
ENSDARG00000006427	fabp2	ENSDART00000027973	NM_131431	ENSDARP00000021241
ENSDARG00000043287	atg101	ENSDART00000063544	NM_001037239	ENSDARP00000063543
ENSDARG00000002720	utp15	ENSDART00000148774	NM_199704	ENSDARP00000124648
ENSDARG00000020363	snrnp25	ENSDART00000006783	NM_001017690	ENSDARP00000006492
ENSDARG00000069857	coq3	ENSDART00000034109	NM_001002620	ENSDARP00000031743
ENSDARG00000038386	ascl1a	ENSDART00000056005	NM_131219	ENSDARP00000056004
ENSDARG00000042877	heca	ENSDART00000062935	NM_001045126	ENSDARP00000062934
ENSDARG00000013752	tnni2a.3	ENSDART00000012256	NM_205575	ENSDARP00000027342
ENSDARG00000057062	fignl2	ENSDART00000134418	NM_001214908	ENSDARP00000114769
ENSDARG00000037835	polr3k	ENSDART00000055129	NM_001002553	ENSDARP00000055128
ENSDARG00000068919	rad51c	ENSDART00000099841	NM_001006101	ENSDARP00000090614
ENSDARG00000044381	siah2l	ENSDART00000065169	NM_200427	ENSDARP00000065168
ENSDARG00000068478	gpx4a	ENSDART00000099056	NM_001007282	ENSDARP00000089830
ENSDARG00000068478	gpx4a	ENSDART00000099056	NM_001346537	ENSDARP00000089830
ENSDARG00000002479	ercc6l	ENSDART00000015401	NM_001100093	ENSDARP00000012447
ENSDARG00000071694	ndc80	ENSDART00000007335	NM_001003863	ENSDARP00000012236
ENSDARG00000039082	zgc:123010	ENSDART00000140875	NM_001145554	ENSDARP00000113359
ENSDARG00000076118	cdip1	ENSDART00000074422	NM_001099242	ENSDARP00000068911
ENSDARG00000101160	apoa4a	ENSDART00000157589	NM_001017909	ENSDARP00000138032
ENSDARG00000013307	rpl19	ENSDART00000121728	NM_213208	ENSDARP00000105649
ENSDARG00000039452	hk1	ENSDART00000057638	NM_213252	ENSDARP00000057637
ENSDARG00000017274	opn1sw2	ENSDART00000011178	NM_131192	ENSDARP00000019477
ENSDARG00000002197	pygl	ENSDART00000149011	NM_001008538	ENSDARP00000123720
ENSDARG00000007818	palm1b	ENSDART00000030520	NM_200601	ENSDARP00000031322
ENSDARG00000098783	polr2b	ENSDART00000167045	NM_001024461	ENSDARP00000142035
ENSDARG00000055124	ccnl1a	ENSDART00000077435	NM_001089363	ENSDARP00000071902
ENSDARG00000042690	s1pr1	ENSDART00000062633	NM_131691	ENSDARP00000062632
ENSDARG00000102934	noa1	ENSDART00000163856	NM_001114428	ENSDARP00000136600
ENSDARG00000034893	rarab	ENSDART00000044677	NM_131399	ENSDARP00000044676
ENSDARG00000024746	hsp90aa1.2	ENSDART00000023550	NM_001045073	ENSDARP00000026065
ENSDARG00000104138	igfbp7	ENSDART00000157833	NM_212924	ENSDARP00000139497
ENSDARG00000076066	marchf6	ENSDART00000145732	NM_001291707	ENSDARP00000117758
ENSDARG00000040738	zgc:153846	ENSDART00000023059	NM_001076649	ENSDARP00000026978
ENSDARG00000013771	ctss2.2	ENSDART00000034102	NM_001017661	ENSDARP00000034094
ENSDARG00000015990	hcfc1a	ENSDART00000014945	NM_001045064	ENSDARP00000007626
ENSDARG00000034504	lmo1	ENSDART00000158921	NM_001328502	ENSDARP00000135314
ENSDARG00000100652	znf1147	ENSDART00000157986	NM_001115109	ENSDARP00000131832
ENSDARG00000078824	si:ch211-66e2.3	ENSDART00000108686	NM_001115104	ENSDARP00000100991
ENSDARG00000033889	spty2d1	ENSDART00000073527	NM_001159971	ENSDARP00000068017
ENSDARG00000093303	ifitm1	ENSDART00000132223	NM_001110287	ENSDARP00000121961
ENSDARG00000040253	onecutl	ENSDART00000175376	NM_152984	ENSDARP00000143806
ENSDARG00000034504	lmo1	ENSDART00000044208	NM_173219	ENSDARP00000044207
ENSDARG00000102551	jazf1a	ENSDART00000180065	NM_001044955	ENSDARP00000153927
ENSDARG00000061248	xylt1	ENSDART00000087118	NM_001172397	ENSDARP00000081552
ENSDARG00000033840	fat3a	ENSDART00000042082	NM_001077577	ENSDARP00000042081
ENSDARG00000053650	foxb1b	ENSDART00000075721	NM_131283	ENSDARP00000105347
ENSDARG00000000472	cntn2	ENSDART00000000486	NM_131446	ENSDARP00000000486
ENSDARG00000008155	sms	ENSDART00000114081	NM_131756	ENSDARP00000100321
ENSDARG00000052764	chrnb3a	ENSDART00000074678	NM_201220	ENSDARP00000069164
ENSDARG00000006200	eif4g1a	ENSDART00000087120	NM_001080200	ENSDARP00000081554
ENSDARG00000036096	smad3a	ENSDART00000045374	NM_131571	ENSDARP00000045373
ENSDARG00000009273	ppm1da	ENSDART00000023842	NM_201090	ENSDARP00000018669
ENSDARG00000101508	nr6a1a	ENSDART00000191653	NM_131256	ENSDARP00000150789
ENSDARG00000010270	fezf1	ENSDART00000010325	NM_001114348	ENSDARP00000007655
ENSDARG00000103811	agla	ENSDART00000168537	NM_001172653	ENSDARP00000138992
ENSDARG00000078550	zgc:194839	ENSDART00000131597	NM_001123324	ENSDARP00000115843
ENSDARG00000015460	racgap1	ENSDART00000027959	NM_199631	ENSDARP00000020703
ENSDARG00000012871	npepl1	ENSDART00000024578	NM_001017688	ENSDARP00000019981
ENSDARG00000075677	mrpl17	ENSDART00000113534	NM_001004683	ENSDARP00000098731
ENSDARG00000078152	si:dkey-56i24.1	ENSDART00000147822	NM_001123289	ENSDARP00000121206
ENSDARG00000042484	tle2a	ENSDART00000133939	NM_001130604	ENSDARP00000117865
ENSDARG00000002013	grb10a	ENSDART00000140665	NM_001004287	ENSDARP00000115883
ENSDARG00000002632	anxa11b	ENSDART00000149089	NM_181766	ENSDARP00000124670
ENSDARG00000051756	pdhx	ENSDART00000102855	NM_200560	ENSDARP00000093629
ENSDARG00000003219	bin2a	ENSDART00000025196	NM_001007421	ENSDARP00000019400
ENSDARG00000070809	znf516	ENSDART00000155126	NM_001159669	ENSDARP00000129744
ENSDARG00000089791	slc25a32a	ENSDART00000128975	NM_200256	ENSDARP00000104898
ENSDARG00000056803	ap1s1	ENSDART00000101109	NM_001328014	ENSDARP00000091884
ENSDARG00000037178	zic2b	ENSDART00000054066	NM_001001820	ENSDARP00000054065
ENSDARG00000010478	hsp90aa1.1	ENSDART00000170138	NM_131328	ENSDARP00000138112
ENSDARG00000079570	rspo2	ENSDART00000109124	NM_001281990	ENSDARP00000100941
ENSDARG00000056803	ap1s1	ENSDART00000190369	NM_001328016	ENSDARP00000152182
ENSDARG00000056803	ap1s1	ENSDART00000193154	NM_200309	ENSDARP00000151157
ENSDARG00000027322	lin7c	ENSDART00000146720	NM_001004672	ENSDARP00000118823
ENSDARG00000044365	angptl3	ENSDART00000140004	NM_131818	ENSDARP00000117939
ENSDARG00000069017	elnb	ENSDART00000137696	NM_001048064	ENSDARP00000123914
ENSDARG00000027612	gatad1	ENSDART00000051712	NM_001040364	ENSDARP00000051711
ENSDARG00000032237	anapc4	ENSDART00000058524	NM_001008589	ENSDARP00000058523
ENSDARG00000055120	ctsba	ENSDART00000077418	NM_213336	ENSDARP00000071885
ENSDARG00000009142	ppp1r13bb	ENSDART00000047662	NM_001044824	ENSDARP00000047661
ENSDARG00000056414	usp1	ENSDART00000078908	NM_199579	ENSDARP00000073367
ENSDARG00000077870	taf9	ENSDART00000111885	NM_001044395	ENSDARP00000098102
ENSDARG00000009941	erc1a	ENSDART00000149142	NM_001015065	ENSDARP00000124701
ENSDARG00000070109	ncapg	ENSDART00000133659	NM_001256205	ENSDARP00000123226
ENSDARG00000056666	sp8b	ENSDART00000112894	NM_205550	ENSDARP00000101509
ENSDARG00000078674	hspb9	ENSDART00000114023	NM_001114705	ENSDARP00000103607
ENSDARG00000006497	rtn1a	ENSDART00000076571	NM_199652	ENSDARP00000071042
ENSDARG00000033971	prrx1a	ENSDART00000041365	NM_214734	ENSDARP00000041364
ENSDARG00000021352	gria1a	ENSDART00000021437	NM_205598	ENSDARP00000010256
ENSDARG00000005453	foxp2	ENSDART00000060861	NM_001030082	ENSDARP00000060860
ENSDARG00000060150	psmd11a	ENSDART00000154696	NM_001166238	ENSDARP00000129353
ENSDARG00000006497	rtn1a	ENSDART00000076574	NM_001029967	ENSDARP00000071046
ENSDARG00000100242	dph5	ENSDART00000165216	NM_001007386	ENSDARP00000138483
ENSDARG00000006497	rtn1a	ENSDART00000057441	NM_001319289	ENSDARP00000057440
ENSDARG00000053833	mtnr1ba	ENSDART00000075940	NM_131395	ENSDARP00000070419
ENSDARG00000032319	mest	ENSDART00000125389	NM_001328532	ENSDARP00000109634
ENSDARG00000007279	yipf5	ENSDART00000008593	NM_200295	ENSDARP00000009453
ENSDARG00000037476	sorbs3	ENSDART00000129597	NM_001014290	ENSDARP00000110450
ENSDARG00000029069	tnni2a.4	ENSDART00000036275	NM_001009901	ENSDARP00000037759
ENSDARG00000032319	mest	ENSDART00000041070	NM_131043	ENSDARP00000041069
ENSDARG00000074223	mdfic	ENSDART00000140100	NM_001328013	ENSDARP00000118467
ENSDARG00000053449	pyya	ENSDART00000128786	NM_001164371	ENSDARP00000108040
ENSDARG00000053918	srfa	ENSDART00000076040	NM_001110526	ENSDARP00000070519
ENSDARG00000053449	pyya	ENSDART00000186352	NM_131016	ENSDARP00000152843
ENSDARG00000013453	tdrd9	ENSDART00000019202	NM_001130512	ENSDARP00000011360
ENSDARG00000007175	recql	ENSDART00000172169	NM_001045096	ENSDARP00000130578
ENSDARG00000098288	tax1bp1a	ENSDART00000160002	NM_001346178	ENSDARP00000133043
ENSDARG00000101295	psmd4a	ENSDART00000160438	NM_001002112	ENSDARP00000138300
ENSDARG00000043081	ctsz	ENSDART00000063251	NM_001006043	ENSDARP00000063250
ENSDARG00000006251	ell2	ENSDART00000102408	NM_001083812	ENSDARP00000093185
ENSDARG00000102004	apoea	ENSDART00000172219	NM_001020565	ENSDARP00000133853
ENSDARG00000102906	hibadha	ENSDART00000160134	NM_001003646	ENSDARP00000130898
ENSDARG00000117097	crygm2c	ENSDART00000101952	NM_001007783	ENSDARP00000092727
ENSDARG00000056998	kirrel1b	ENSDART00000079582	NM_001130651	ENSDARP00000074034
ENSDARG00000069133	mstnb	ENSDART00000100386	NM_131019	ENSDARP00000091159
ENSDARG00000068755	exosc8	ENSDART00000099552	NM_001002865	ENSDARP00000090326
ENSDARG00000014003	stard8	ENSDART00000127383	NM_001126477	ENSDARP00000107691
ENSDARG00000086218	nkd3	ENSDART00000130483	NM_001100405	ENSDARP00000106994
ENSDARG00000035459	spns3	ENSDART00000182367	NM_001100036	ENSDARP00000145247
ENSDARG00000032831	htra1a	ENSDART00000048136	NM_001002219	ENSDARP00000048135
ENSDARG00000014333	ormdl1	ENSDART00000014660	NM_200093	ENSDARP00000021751
ENSDARG00000098313	nadka	ENSDART00000164823	NM_001017580	ENSDARP00000137944
ENSDARG00000037916	cdk5r1a	ENSDART00000055262	NM_001128742	ENSDARP00000055261
ENSDARG00000019998	slc30a7	ENSDART00000009464	NM_001100086	ENSDARP00000005251
ENSDARG00000053453	mpp2a	ENSDART00000059262	NM_001327790	ENSDARP00000059261
ENSDARG00000000476	pms1	ENSDART00000157398	NM_201319	ENSDARP00000130371
ENSDARG00000020102	kctd16b	ENSDART00000022976	NM_001128752	ENSDARP00000009601
ENSDARG00000089478	si:dkey-241l7.4	ENSDART00000183562	NM_001102628	ENSDARP00000156653
ENSDARG00000006862	kifap3b	ENSDART00000026800	NM_001144045	ENSDARP00000009364
ENSDARG00000097824	smco4	ENSDART00000155359	NM_001291899	ENSDARP00000129760
ENSDARG00000036139	lctla	ENSDART00000052477	NM_001002735	ENSDARP00000052476
ENSDARG00000069242	pdia5	ENSDART00000100592	NM_001113576	ENSDARP00000091365
ENSDARG00000015752	zap70	ENSDART00000015038	NM_001020589	ENSDARP00000006727
ENSDARG00000053209	smad6a	ENSDART00000125131	NM_001024810	ENSDARP00000112408
ENSDARG00000089767	rnf130	ENSDART00000109293	NM_001020465	ENSDARP00000101069
ENSDARG00000036140	crybgx	ENSDART00000049588	NM_001033722	ENSDARP00000049587
ENSDARG00000005254	kdelr2a	ENSDART00000027630	NM_200103	ENSDARP00000011420
ENSDARG00000006389	smad2	ENSDART00000044756	NM_131366	ENSDARP00000044755
ENSDARG00000006389	smad2	ENSDART00000128579	NM_001290015	ENSDARP00000111803
ENSDARG00000060094	ptgis	ENSDART00000084334	NM_001111160	ENSDARP00000078769
ENSDARG00000105335	si:dkey-241l7.2	ENSDART00000173226	NM_001245035	ENSDARP00000142290
ENSDARG00000028106	glrx	ENSDART00000031786	NM_001005942	ENSDARP00000037864
ENSDARG00000060633	usp16	ENSDART00000085645	NM_001146097	ENSDARP00000080080
ENSDARG00000018797	crygmxl1	ENSDART00000101944	NM_001024423	ENSDARP00000092719
ENSDARG00000030905	cited2	ENSDART00000046716	NM_001006045	ENSDARP00000046715
ENSDARG00000012387	pdha1a	ENSDART00000023784	NM_213393	ENSDARP00000024338
ENSDARG00000100519	spop	ENSDART00000193532	NM_201130	ENSDARP00000152225
ENSDARG00000017445	eif3i	ENSDART00000005119	NM_212990	ENSDARP00000017792
ENSDARG00000054032	rab24	ENSDART00000076157	NM_001029970	ENSDARP00000070635
ENSDARG00000052617	raver1	ENSDART00000146189	NM_001020667	ENSDARP00000123654
ENSDARG00000068480	map7d2a	ENSDART00000188865	NM_001327937	ENSDARP00000146310
ENSDARG00000023445	atp2b3b	ENSDART00000092725	NM_001128242	ENSDARP00000087157
ENSDARG00000052617	raver1	ENSDART00000127832	NM_001309640	ENSDARP00000109981
ENSDARG00000017708	lrrc40	ENSDART00000022586	NM_199862	ENSDARP00000016699
ENSDARG00000051816	aass	ENSDART00000164502	NM_001173985	ENSDARP00000140843
ENSDARG00000095445	si:dkey-191c17.2	ENSDART00000137165	NM_001123325	ENSDARP00000113376
ENSDARG00000024598	homezb	ENSDART00000033755	NM_001130784	ENSDARP00000034858
ENSDARG00000042521	si:dkey-251i10.1	ENSDART00000105731	NM_001089554	ENSDARP00000096509
ENSDARG00000068370	ralgps1	ENSDART00000098840	NM_001100146	ENSDARP00000089610
ENSDARG00000014259	eya1	ENSDART00000136443	NM_131193	ENSDARP00000117417
ENSDARG00000068369	angptl2b	ENSDART00000131660	NM_001126478	ENSDARP00000121262
ENSDARG00000035556	rps6ka3a	ENSDART00000051546	NM_212786	ENSDARP00000051545
ENSDARG00000002174	itfg2	ENSDART00000013313	NM_001017908	ENSDARP00000020383
ENSDARG00000044175	oxtrb	ENSDART00000064853	NM_001199369	ENSDARP00000064852
ENSDARG00000005865	or91a1	ENSDART00000139966	NM_001128579	ENSDARP00000122762
ENSDARG00000029003	eif1axa	ENSDART00000066645	NM_001006082	ENSDARP00000066644
ENSDARG00000062479	vcam1b	ENSDART00000185607	NM_001083835	ENSDARP00000144690
ENSDARG00000073899	nemp1	ENSDART00000088607	NM_001316731	ENSDARP00000083040
ENSDARG00000022768	gid8a	ENSDART00000030920	NM_200712	ENSDARP00000035630
ENSDARG00000060072	abi3a	ENSDART00000084284	NM_001076774	ENSDARP00000078719
ENSDARG00000091150	mki67	ENSDART00000152788	NM_001277446	ENSDARP00000126723
ENSDARG00000101061	eif2a	ENSDART00000168842	NM_001025170	ENSDARP00000132954
ENSDARG00000073686	heatr6	ENSDART00000113316	NM_001114313	ENSDARP00000097730
ENSDARG00000055559	chrna6	ENSDART00000031546	NM_001042684	ENSDARP00000038141
ENSDARG00000026634	ehmt1b	ENSDART00000123047	NM_001172564	ENSDARP00000111271
ENSDARG00000075854	gjb10	ENSDART00000110179	NM_001130636	ENSDARP00000103616
ENSDARG00000073812	or91a3	ENSDART00000109999	NM_001039638	ENSDARP00000100978
ENSDARG00000021097	nelfcd	ENSDART00000008959	NM_201190	ENSDARP00000021861
ENSDARG00000057016	cdc14ab	ENSDART00000105681	NM_001128538	ENSDARP00000096458
ENSDARG00000044862	opn1lw1	ENSDART00000065941	NM_001313715	ENSDARP00000065940
ENSDARG00000056795	serpine1	ENSDART00000079347	NM_001114559	ENSDARP00000073803
ENSDARG00000004470	prkcsh	ENSDART00000023814	NM_201053	ENSDARP00000025069
ENSDARG00000042866	gjb3	ENSDART00000062917	NM_001017685	ENSDARP00000062916
ENSDARG00000077291	rps2	ENSDART00000110842	NM_213279	ENSDARP00000101605
ENSDARG00000079985	nrip2	ENSDART00000108814	NM_001123515	ENSDARP00000100294
ENSDARG00000115234	crygm2b	ENSDART00000101938	NM_001020783	ENSDARP00000092713
ENSDARG00000053455	ccdc103	ENSDART00000075493	NM_001002753	ENSDARP00000069975
ENSDARG00000012640	cideb	ENSDART00000149133	NM_001256257	ENSDARP00000124281
ENSDARG00000014420	elavl3	ENSDART00000013717	NM_131449	ENSDARP00000012109
ENSDARG00000016871	smarce1	ENSDART00000121981	NM_201298	ENSDARP00000112446
ENSDARG00000079816	rhbdd3	ENSDART00000111302	NM_001128359	ENSDARP00000098546
ENSDARG00000052408	mgat2	ENSDART00000074255	NM_001083875	ENSDARP00000068744
ENSDARG00000052910	wnt8a	ENSDART00000144301	NM_130946	ENSDARP00000122127
ENSDARG00000041232	rps29	ENSDART00000060444	NM_212953	ENSDARP00000060443
ENSDARG00000062430	gpd2	ENSDART00000090266	NM_001045348	ENSDARP00000084699
ENSDARG00000078507	wnt8-2	ENSDART00000147756	NM_001020801	ENSDARP00000119476
ENSDARG00000038432	actr10	ENSDART00000099338	NM_200170	ENSDARP00000090111
ENSDARG00000054150	gje1a	ENSDART00000153137	NM_001013546	ENSDARP00000127140
ENSDARG00000019113	mob3a	ENSDART00000145444	NM_199716	ENSDARP00000120338
ENSDARG00000022295	hnf1bb	ENSDART00000177616	NM_194372	ENSDARP00000143259
ENSDARG00000070029	ehhadh	ENSDART00000102434	NM_207068	ENSDARP00000093211
ENSDARG00000021589	tmem60	ENSDART00000143644	NM_001003481	ENSDARP00000123646
ENSDARG00000060004	fzd7a	ENSDART00000084055	NM_131139	ENSDARP00000106912
ENSDARG00000017982	cyp39a1	ENSDART00000005764	NM_001030189	ENSDARP00000016128
ENSDARG00000105346	zp2.2	ENSDART00000173347	NM_131827	ENSDARP00000142252
ENSDARG00000006011	klhl42	ENSDART00000007030	NM_001045136	ENSDARP00000014696
ENSDARG00000053457	rpl23	ENSDART00000075495	NM_200732	ENSDARP00000069977
ENSDARG00000021869	rcan2	ENSDART00000152858	NM_001320228	ENSDARP00000127405
ENSDARG00000021869	rcan2	ENSDART00000143379	NM_214819	ENSDARP00000114023
ENSDARG00000038703	hkdc1	ENSDART00000056523	NM_001115125	ENSDARP00000056522
ENSDARG00000090237	zp2.3	ENSDART00000074085	NM_131828	ENSDARP00000068574
ENSDARG00000070471	tarbp2	ENSDART00000103455	NM_199997	ENSDARP00000094231
ENSDARG00000028889	ndufb10	ENSDART00000041842	NM_200730	ENSDARP00000041841
ENSDARG00000038768	mrpl12	ENSDART00000056618	NM_001017696	ENSDARP00000056617
ENSDARG00000041870	ift172	ENSDART00000061334	NM_001002312	ENSDARP00000061333
ENSDARG00000038964	traf4b	ENSDART00000056878	NM_212817	ENSDARP00000056877
ENSDARG00000044861	opn1lw2	ENSDART00000065940	NM_001002443	ENSDARP00000065939
ENSDARG00000091409	zp2.6	ENSDART00000121661	NM_131829	ENSDARP00000109385
ENSDARG00000029587	msraa	ENSDART00000047362	NM_001082893	ENSDARP00000047361
ENSDARG00000078328	sec22a	ENSDART00000082165	NM_199698	ENSDARP00000076602
ENSDARG00000002215	rtca	ENSDART00000021666	NM_199536	ENSDARP00000023892
ENSDARG00000003421	igf2bp2a	ENSDART00000128931	NM_001114558	ENSDARP00000111489
ENSDARG00000020057	bmpr2b	ENSDART00000125961	NM_001039807	ENSDARP00000106831
ENSDARG00000004925	immp2l	ENSDART00000010706	NM_001003755	ENSDARP00000013772
ENSDARG00000054137	adgrg6	ENSDART00000128321	NM_001163291	ENSDARP00000109070
ENSDARG00000013732	vta1	ENSDART00000067053	NM_213140	ENSDARP00000067052
ENSDARG00000007220	ncam1b	ENSDART00000142010	NM_131831	ENSDARP00000114314
ENSDARG00000020960	hgs	ENSDART00000131913	NM_199868	ENSDARP00000121032
ENSDARG00000038770	zgc:103625	ENSDART00000056619	NM_001004669	ENSDARP00000056618
ENSDARG00000029955	glb1l	ENSDART00000047191	NM_001122856	ENSDARP00000047190
ENSDARG00000060758	nphs1	ENSDART00000085971	NM_001040687	ENSDARP00000080406
ENSDARG00000086352	zp2.1	ENSDART00000099360	NM_001039883	ENSDARP00000090133
ENSDARG00000021135	dhrs4	ENSDART00000124653	NM_200567	ENSDARP00000106922
ENSDARG00000078671	cdk5r2b	ENSDART00000109037	NM_001003508	ENSDARP00000098118
ENSDARG00000102975	nsg2	ENSDART00000170457	NM_200873	ENSDARP00000140381
ENSDARG00000053467	gtpbp1	ENSDART00000146005	NM_213475	ENSDARP00000113119
ENSDARG00000086522	zp2.5	ENSDART00000024598	NM_131330	ENSDARP00000002544
ENSDARG00000030153	gnptab	ENSDART00000121714	NM_001044768	ENSDARP00000106477
ENSDARG00000042357	cldnk	ENSDART00000062116	NM_001003464	ENSDARP00000062115
ENSDARG00000038446	nrp2b	ENSDART00000056103	NM_212966	ENSDARP00000056102
ENSDARG00000008732	zgc:66479	ENSDART00000011970	NM_198875	ENSDARP00000021426
ENSDARG00000045563	washc3	ENSDART00000066999	NM_200173	ENSDARP00000066998
ENSDARG00000052215	btr02	ENSDART00000101563	NM_001077158	ENSDARP00000092336
ENSDARG00000002168	tra2b	ENSDART00000021266	NM_201197	ENSDARP00000016139
ENSDARG00000045561	dram1	ENSDART00000066997	NM_001006049	ENSDARP00000066996
ENSDARG00000019038	sgsm3	ENSDART00000020342	NM_213330	ENSDARP00000017428
ENSDARG00000041959	cxcr4b	ENSDART00000061499	NM_131834	ENSDARP00000061498
ENSDARG00000061664	C1H3orf70	ENSDART00000088199	NM_001089454	ENSDARP00000082632
ENSDARG00000002128	cwf19l1	ENSDART00000026509	NM_001044758	ENSDARP00000010750
ENSDARG00000077698	rsad1	ENSDART00000110809	NM_001083557	ENSDARP00000101526
ENSDARG00000013227	glulc	ENSDART00000043239	NM_001075114	ENSDARP00000043238
ENSDARG00000012215	umps	ENSDART00000030995	NM_200174	ENSDARP00000035728
ENSDARG00000015164	mknk2b	ENSDART00000016422	NM_194402	ENSDARP00000019044
ENSDARG00000009242	fev	ENSDART00000093343	NM_001328149	ENSDARP00000087775
ENSDARG00000009242	fev	ENSDART00000187074	NM_001080657	ENSDARP00000145844
ENSDARG00000035993	sumo3b	ENSDART00000052256	NM_001002677	ENSDARP00000052255
ENSDARG00000052222	rasd2a	ENSDART00000135309	NM_001030202	ENSDARP00000113585
ENSDARG00000091342	adcy5	ENSDART00000124333	NM_001171585	ENSDARP00000110815
ENSDARG00000026986	rexo1	ENSDART00000079618	NM_001126416	ENSDARP00000074070
